ubicacion;entidad;codigoAlfanumerico;speakerType;Type;FWVersion;HWVersion;misc;serial;fecha;centroDeCosto;proveedor
BENCH22;Most2Go;M2G48;;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH22;Roof Antenna;SFA112;;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH22;Touchpad;TP185;;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH22;Mic;MIC021,IMIC20;;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH22;Speakers ID And Type:;NA17;9cm=2,17cm=2;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH22;Center Display;CTRDSP538;;TBD;;dan0;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH22;Remote Tuner;RT194;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH22;Front control box;FCB356;;2GB,64GB;;DV, TJBA;;47000028;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH23;Front control box;FCB352;;2GB,32GB;;DV, TJBA;;47000039;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH23;Amplifier;AMP509;;16;;dan0;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH23;Harness;28;;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH23;Roof Antenna;SFA109;;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH23;Most2Go;M2G58;;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH23;Speakers ID And Type:;SPKR9T012,SPKR9T065,SPKR9T019,;;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH23;Touchpad;TP96;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH23;Center Display;CTRDSP543;;TBD;;dan0;;;;01 - IS Exterior;Honda
;;;;;;;;;;;
BENCH23;Remote Tuner;RT211;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
