ubicacion;entidad;codigoAlfanumerico;speakerType;Type;FWVersion;HWVersion;misc;serial;fecha;centroDeCosto;proveedor
BENCH05;Touchpad;TP75;;TBD;C809A461;DV, TJBA;;;;01 - IS Exterior;Honda
;;;;;;;;;;01 - IS Exterior;Honda
;;;;;;;;;;01 - IS Exterior;Honda
BENCH05;Meter;NA16;;;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;01 - IS Exterior;Honda
;;;;;;;;;;01 - IS Exterior;Honda
STOCK;Remote Tuner;RT376;;TBD;;dan0;missing;;;01 - IS Exterior;Honda
STOCK;Remote Tuner;RT380;;TBD;;dan0;missing;;;01 - IS Exterior;Honda
STOCK;Touchpad;TP139;;TBD;;DV;missing;;;01 - IS Exterior;Honda
STOCK;Touchpad;TP221;;TBD;;?;missing;;;01 - IS Exterior;Honda
STOCK;Touchpad;TP40;;TBD;;?;missing;;;01 - IS Exterior;Honda
STOCK;Touchpad;TP57;;TBD;C809F821;TJBA;missing;;;01 - IS Exterior;Honda
STOCK;Touchpad;TP99;;TBD;;?;missing;;;01 - IS Exterior;Honda
BENCH01;Mocca;NA17;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH01;Most2Go;NO SE PUEDE VER;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH01;Touchpad;TP383;;TBD;;dan1;;;;01 - IS Exterior;Honda
BENCH01;Harness;NA18;;;;?;;;;01 - IS Exterior;Honda
BENCH01;Meter;NA19;;;;?;;;;01 - IS Exterior;Honda
BENCH01;Hud;NA20;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH01;TCU;NA21;;;;?;;;;01 - IS Exterior;Honda
BENCH01;Mic;NA22;;;;?;;;;01 - IS Exterior;Honda
BENCH01;Vol Control;NA23;;;;?;;;;01 - IS Exterior;Honda
BENCH01;Call Module;NA25;;;;?;;;;01 - IS Exterior;Honda
BENCH01;Roof Antenna;NA26;;;;?;;;;01 - IS Exterior;Honda
BENCH01;GPS Antenna ID:;NA27;;;;?;;;;01 - IS Exterior;Honda
BENCH01;Steering Wheel Controls;NA28;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH01;Speakers ID And Type:;NA29;;;;?;;;;01 - IS Exterior;Honda
BENCH01;Observations;NA30;;;;?;;;;01 - IS Exterior;Honda
BENCH01;Amplifier;NA31;;;;?;;;;01 - IS Exterior;Honda
BENCH01;Remote Tuner;NA32;;;;?;;;;01 - IS Exterior;Honda
BENCH05;Hud;NA33;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH01;Center Display;CTRDSP690;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH02;Most2Go;M2G38;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH02;Harness;NA33;;;;?;;;;01 - IS Exterior;Honda
BENCH02;Meter;NA34;;;;?;;;;01 - IS Exterior;Honda
BENCH02;Hud;NA35;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH02;TCU;NA36;;;;?;;;;01 - IS Exterior;Honda
BENCH02;Mocca;NA37;;;;?;;;;01 - IS Exterior;Honda
BENCH02;Mic;NA38;;;;?;;;;01 - IS Exterior;Honda
BENCH02;Vol Control;NA39;;;;?;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB914;;2GB,32GB;;dan0;broken;80000038;;01 - IS Exterior;Honda
BENCH02;Call Module;NA39;;;;?;;;;01 - IS Exterior;Honda
BENCH02;Roof Antenna;NA40;;;;?;;;;01 - IS Exterior;Honda
BENCH02;GPS Antenna ID:;NA41;;;;?;;;;01 - IS Exterior;Honda
BENCH02;Steering Wheel Controls;NA42;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH02;Speakers ID And Type:;NA43;9CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH02;Observations;NA44;;;;?;;;;01 - IS Exterior;Honda
BENCH02;Amplifier;NA45;;;;?;;;;01 - IS Exterior;Honda
BENCH02;Remote Tuner;NA46;;;;?;;;;01 - IS Exterior;Honda
BENCH02;Touchpad;TP376;;TBD;;dan1;;;;01 - IS Exterior;Honda
BENCH02;Center Display;CTRDSP691;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH25;Front Control Box;FCB1076;;4GB,64GB;;QC;;1436;;01 - IS Exterior;Honda
BENCH03;Most2Go;M2G44;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH03;Touchpad;TP136;;TBD;;dan1;;;;01 - IS Exterior;Honda
BENCH03;Harness;NA46;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Meter;NA47;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Hud;NA48;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH03;TCU;NA49;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Mocca;NA50;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Mic;NA51;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Vol Control;NA52;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Call Module;NA53;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Roof Antenna;NA54;;;;?;;;;01 - IS Exterior;Honda
BENCH03;GPS Antenna ID:;NA55;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Steering Wheel Controls;NA56;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH03;Speakers ID And Type:;NA57;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Observations;NA58;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Amplifier;NA59;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Remote Tuner;NA60;;;;?;;;;01 - IS Exterior;Honda
BENCH03;Center Display;CTRDSP540;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH05;TCU;NA61;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Most2Go;M2G35;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH04;Touchpad;TP381;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH04;Harness;NA62;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Meter;NA63;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Hud;NA64;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH04;TCU;NA65;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Mocca;NA66;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Mic;NA67;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Vol Control;NA68;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Call Module;NA69;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Roof Antenna;NA70;;;;?;;;;01 - IS Exterior;Honda
BENCH04;GPS Antenna ID:;NA71;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Steering Wheel Controls;NA72;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH04;Speakers ID And Type:;NA73;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Observations;NA74;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Amplifier;NA75;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Remote Tuner;NA76;;;;?;;;;01 - IS Exterior;Honda
BENCH04;Center Display;CTRDSP534;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Front Control Box;FCB1089;;4GB,64GB;;QC;;1401;;01 - IS Exterior;Honda
BENCH05;Mocca;NA77;;;;?;;;;01 - IS Exterior;Honda
BENCH05;Mic;NA78;;;;?;;;;01 - IS Exterior;Honda
BENCH05;Vol Control;NA79;;;;?;;;;01 - IS Exterior;Honda
BENCH05;Call Module;NA80;;;;?;;;;01 - IS Exterior;Honda
BENCH05;GPS Antenna ID:;NA81;;;;?;;;;01 - IS Exterior;Honda
BENCH05;Steering Wheel Controls;NA82;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH05;Observations;NA83;;;;?;;;;01 - IS Exterior;Honda
BENCH05;Speakers ID And Type:;NA84;;;;?;;;;01 - IS Exterior;Honda
BENCH05;Roof Antenna;SFA106;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH05;Remote Tuner;RT543;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH05;Front control box;FCB433;;2GB,32GB;;DV, TJBA;;53000016;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1071;;4GB,64GB;;QC;;1495;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP593;;TBD;;MP;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1074;;4GB,64GB;;QC;;1429;;01 - IS Exterior;Honda
STOCK;Mocca;1602100142;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1075;;4GB,64GB;;QC;;1431;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1077;;4GB,64GB;;QC;;1437;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP120;;THRA;;dan0;;;;01 - IS Exterior;Honda
BENCH06;Most2Go;M2G51;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH06;Touchpad;TP128;;TBD;;DV;;;;01 - IS Exterior;Honda
BENCH06;Harness;NA85;;;;?;;;;01 - IS Exterior;Honda
BENCH06;Meter;NA86;;;;?;;;;01 - IS Exterior;Honda
BENCH06;Hud;NA87;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH06;TCU;NA88;;;;?;;;;01 - IS Exterior;Honda
BENCH06;Mocca;NA89;;;;?;;;;01 - IS Exterior;Honda
;;NA90;;;;;;;;01 - IS Exterior;Honda
BENCH06;Vol Control;NA91;;;;?;;;;01 - IS Exterior;Honda
BENCH06;Call Module;NA92;;;;?;;;;01 - IS Exterior;Honda
BENCH06;Roof Antenna;NA93;;;;?;;;;01 - IS Exterior;Honda
BENCH06;GPS Antenna ID:;GPS31;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH06;Steering Wheel Controls;NA93;;;;?;;;;01 - IS Exterior;Honda
BENCH06;Speakers ID And Type:;NA94;9CM=5,17CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH06;Observations;NA95;;;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;01 - IS Exterior;Honda
;;;;;;;;;;01 - IS Exterior;Honda
BENCH06;Center Display;CTRDSP682;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Front Control Box;FCB1091;;4GB,64GB;;QC;;1407;;01 - IS Exterior;Honda
BENCH07;Mocca;NA96;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Most2Go;M2G40;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH07;Meter;NA97;;;;dan0;;;;01 - IS Exterior;Honda
BENCH07;Touchpad;TP39;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH07;Harness;NA98;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Hud;NA99;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH07;TCU;NA100;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Mic;NA101;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Vol Control;NA102;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Call Module;NA103;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Roof Antenna;NA104;;;;?;;;;01 - IS Exterior;Honda
BENCH07;GPS Antenna ID:;NA105;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Steering Wheel Controls;NA106;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH07;Speakers ID And Type:;NA107;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Observations;NA108;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Amplifier;NA109;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Remote Tuner;NA110;;;;?;;;;01 - IS Exterior;Honda
BENCH07;Center Display;CTRDSP671;;TBD;;dan0;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1090;;4GB,64GB;;QC;;1404;;01 - IS Exterior;Honda
BENCH08;Steering Wheel Controls;AST176-CST4;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH08;Most2Go;M2G46;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH08;Mic;MIC003;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH08;Roof Antenna;SFA118;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH08;Speakers ID And Type:;NA111;SPKR9T035, 028, 001, 039, 005, 32, SPKR17CM020;TBD;;?;;;;01 - IS Exterior;Honda
BENCH08;Touchpad;TP100;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH08;Harness;NA112;;;;?;;;;01 - IS Exterior;Honda
BENCH08;Hud;HUD059;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH08;TCU;NA113;;;;?;;;;01 - IS Exterior;Honda
BENCH08;Mocca;NA114;;;;?;;;;01 - IS Exterior;Honda
BENCH08;Vol Control;NA115;;;;?;;;;01 - IS Exterior;Honda
BENCH08;Call Module;NA116;;;;?;;;;01 - IS Exterior;Honda
BENCH08;GPS Antenna ID:;NA117;;;;?;;;;01 - IS Exterior;Honda
BENCH08;Observations;NA118;;;;?;;;;01 - IS Exterior;Honda
BENCH08;Center Display;CTRDSP686;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH08;Meter;MTR368;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH08;Remote Tuner;RT379;;TBD;;dan0;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1092;;4GB,64GB;;QC;;1423;;01 - IS Exterior;Honda
BENCH10;Amplifier;AMP516;;16;;dan0;;;;01 - IS Exterior;Honda
BENCH10;Speakers ID And Type:;NA119;9CM=2,17CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH10;Touchpad;TP44;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH10;Most2Go;NO SE PUEDE VER;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH10;Harness;NA120;;;;?;;;;01 - IS Exterior;Honda
BENCH10;Meter;NA121;;;;?;;;;01 - IS Exterior;Honda
BENCH10;Hud;NA122;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH10;TCU;NA123;;;;?;;;;01 - IS Exterior;Honda
BENCH10;Mic;NA124;;;;?;;;;01 - IS Exterior;Honda
BENCH10;Vol Control;NA125;;;;?;;;;01 - IS Exterior;Honda
BENCH10;Call Module;NA126;;;;?;;;;01 - IS Exterior;Honda
BENCH10;Roof Antenna;SFA140;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH10;GPS Antenna ID:;NA127;;;;?;;;;01 - IS Exterior;Honda
BENCH10;Steering Wheel Controls;NA128;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH10;Observations;NA129;;;;?;;;;01 - IS Exterior;Honda
BENCH10;Mocca;1608080456;;TBD;;N/A;;;;01 - IS Exterior;Honda
BENCH47 VALIDATION;Front control box;FCB159;;2GB,32GB;;dan0;;91000255;;01 - IS Exterior;Honda
BENCH10;Center Display;CTRDSP494;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH10;Remote Tuner;RT484;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH11;Amplifier;AMP271;;11;;TJBA,db;;;;01 - IS Exterior;Honda
BENCH11;Mocca;1608080533;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH11;Mic;MIC010;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH11;Roof Antenna;SFA126;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH11;Speakers ID And Type:;NA130;SPKR17CM005, 003, SPKR9T048;TBD;;?;;;;01 - IS Exterior;Honda
BENCH11;TCU;TCU261;;TBD;;QC;;;;01 - IS Exterior;Honda
BENCH11;Touchpad;TP131;;TBD;;DV;;;;01 - IS Exterior;Honda
BENCH11;Most2Go;NA131;;;;?;;;;01 - IS Exterior;Honda
BENCH11;Harness;NA132;;;;?;;;;01 - IS Exterior;Honda
BENCH11;Hud;NA133;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH11;Vol Control;NA134;;;;?;;;;01 - IS Exterior;Honda
BENCH11;Call Module;NA135;;;;?;;;;01 - IS Exterior;Honda
BENCH11;GPS Antenna ID:;NA136;;;;?;;;;01 - IS Exterior;Honda
BENCH16;Steering Wheel Controls;AST387-CST187;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH11;Observations;NA137;;;;?;;;;01 - IS Exterior;Honda
BENCH45;Front control box;FCB161;;2GB,64GB;;dan0;;91000271;;01 - IS Exterior;Honda
BENCH11;Center Display;CTRDSP664;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH11;Meter;MTR672;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH11;Remote Tuner;RT216;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH13;Amplifier;AMP536;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH13;Mocca;1602100143;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH13;Hud;HUD074;;N/A;;DAN0;;;;01 - IS Exterior;Honda
BENCH13;Most2Go;NA138;;;;;;;;01 - IS Exterior;Honda
BENCH13;Mic;MIC018;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH13;Roof Antenna;NA139;;;;?;;;;01 - IS Exterior;Honda
BENCH13;Speakers ID And Type:;NA140;SPKR9T006,0020, 17CMXX;TBD;;?;;;;01 - IS Exterior;Honda
BENCH13;Touchpad;TP349;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH13;Harness;NA140;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH13;TCU;NA141;;;;?;;;;01 - IS Exterior;Honda
BENCH13;Vol Control;NA142;;;;?;;;;01 - IS Exterior;Honda
BENCH13;Call Module;NA143;;;;?;;;;01 - IS Exterior;Honda
BENCH13;GPS Antenna ID:;NA144;;;;?;;;;01 - IS Exterior;Honda
BENCH13;Steering Wheel Controls;NA145;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH13;Observations;NA146;;;;?;;;;01 - IS Exterior;Honda
BENCH13;Center Display;CTRDSP669;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH13;Meter;MTR641;;TBD;;dan0;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1093;;4GB,64GB;;QC;;1428;;01 - IS Exterior;Honda
BENCH13;Remote Tuner;RT287;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH14;Amplifier;AMP533;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH14;Most2Go;M2G57;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH14;Speakers ID And Type:;NA147;SPKR17CM001, 9CM002;TBD;;?;;;;01 - IS Exterior;Honda
BENCH14;Touchpad;TP353;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH14;Harness;NA148;;;;?;;;;01 - IS Exterior;Honda
BENCH14;Meter;NA149;;;;?;;;;01 - IS Exterior;Honda
BENCH14;Hud;NA150;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH14;TCU;NA151;;;;?;;;;01 - IS Exterior;Honda
BENCH14;Mocca;1608080459;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH14;Mic;NA152;;;;?;;;;01 - IS Exterior;Honda
BENCH14;Vol Control;NA153;;;;?;;;;01 - IS Exterior;Honda
BENCH14;Call Module;NA154;;;;?;;;;01 - IS Exterior;Honda
BENCH14;Roof Antenna;NA155;;;;?;;;;01 - IS Exterior;Honda
BENCH14;GPS Antenna ID:;NA156;;;;?;;;;01 - IS Exterior;Honda
BENCH14;Steering Wheel Controls;NA157;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH14;Observations;NA158;;;;?;;;;01 - IS Exterior;Honda
BENCHLab2;Front control box;FCB164;;2GB,64GB;;dan0;;91000204;;01 - IS Exterior;Honda
BENCH14;Center Display;CTRDSP492;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH14;Remote Tuner;RT192;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH15;Amplifier;AMP514;;16;;dan0,MP;;;;01 - IS Exterior;Honda
BENCH15;Mocca;1602100194;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Steering Wheel Controls;AST270-CST97-CSS006;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Harness;HARNESS021;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Mic;MIC011 ;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Roof Antenna;SFA90;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Speakers ID And Type:;NA159;SPKR17CM024, SPKR9T033 , SPKR9T022,17CM,9CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;TCU;TCU434;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Touchpad;TP70;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Most2Go;NA160;;;;?;;;;01 - IS Exterior;Honda
BENCH15;Hud;NA161;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH15;Vol Control;VOL054;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Call Module;NA162;;;;?;;;;01 - IS Exterior;Honda
BENCH15;GPS Antenna ID:;NA163;;;;?;;;;01 - IS Exterior;Honda
BENCH15;Observations;NA164;;;;?;;;;01 - IS Exterior;Honda
BENCH THRA02;Front Control Box;FCB330;;4GB,64GB;;dan1;;8000199;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP526;;TBD;;dan0;MISSING;;;01 - IS Exterior;Honda
BENCH15;Center Display;CTRDSP684;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH15;Remote Tuner;RT205;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH16;Amplifier;AMP542;;16;;dan0;;;;01 - IS Exterior;Honda
BENCH16;Mic;MIC015;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Roof Antenna;SFA96;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Speakers ID And Type:;NA165;SPKR9T037, 9T010, 9CM,9T043, 9T004, 17CM004;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Touchpad;TP152;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH16;Vol Control;VOL055;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Most2Go;NA166;;;;?;;;;01 - IS Exterior;Honda
BENCH16;Harness;NA167;;;;?;;;;01 - IS Exterior;Honda
BENCH16;Hud;NA168;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH16;TCU;NA169;;;;?;;;;01 - IS Exterior;Honda
BENCH16;Mocca;NA170;;;;?;;;;01 - IS Exterior;Honda
BENCH16;Call Module;NA171;;;;?;;;;01 - IS Exterior;Honda
BENCH16;GPS Antenna ID:;NA172;;;;?;;;;01 - IS Exterior;Honda
BENCH11;Steering Wheel Controls;NA173;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Observations;NA174;;;;?;;;;01 - IS Exterior;Honda
BENCH16;Center Display;CTRDSP551;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Meter;MTR376;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH16;Remote Tuner;RT83;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH THRA01;Front control box;FCB331;;4GB,64GB;;dan1;;8000116;;01 - IS Exterior;Honda
BENCH17;Amplifier;AMP606;;16;;dan1;;;;01 - IS Exterior;Honda
BENCH17;Mocca;1408150131;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH17;Most2Go;NA175;;;;?;;;;01 - IS Exterior;Honda
BENCH17;Touchpad;TP348;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH17;Harness;NA176;;;;?;;;;01 - IS Exterior;Honda
BENCH17;Hud;NA177;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH17;TCU;NA178;;;;?;;;;01 - IS Exterior;Honda
BENCH17;Mic;NA179;;;;?;;;;01 - IS Exterior;Honda
BENCH17;Vol Control;NA180;;;;?;;;;01 - IS Exterior;Honda
BENCH17;Call Module;NA181;;;;?;;;;01 - IS Exterior;Honda
BENCH17;Roof Antenna;SFA70;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH17;GPS Antenna ID:;NA182;;;;?;;;;01 - IS Exterior;Honda
BENCH05;Center Display;CTDRSP295;;TBD;;TJBA;PANASONIC;;;01 - IS Exterior;Honda
BENCHLab2;Center Display;CTDRSP493;;3s;;dan0;PANASONIC;;;01 - IS Exterior;Honda
BENCH17;Steering Wheel Controls;NA183;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH17;Speakers ID And Type:;NA184;9CM=3,17CM,5CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH17;Observations;NA185;;;;?;;;;01 - IS Exterior;Honda
BENCH17;Center Display;CTRDSP536;;TBD;;dan0;;;;01 - IS Exterior;Honda
