ubicacion;entidad;codigoAlfanumerico;speakerType;Type;FWVersion;HWVersion;misc;serial;fecha;centroDeCosto;proveedor
BENCH14;Remote Tuner;RT192;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH14;Front Control Box;FCB424;;2GB,32GB;;DV, TJBA;;52000044;;01 - IS Exterior;Honda
BENCH15;Amplifier;AMP514;;16;;dan0,MP;;;;01 - IS Exterior;Honda
BENCH15;Mocca;1602100194;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Steering Wheel Controls;AST270-CST97-CSS006;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Harness;HARNESS021;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Mic;MIC011 ;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Roof Antenna;SFA90;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Speakers ID And Type:;NA12;SPKR9T037, 9T010, 9CM,9T043, 9T004, 17CM004;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;TCU;TCU434;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Touchpad;TP70;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH17;Speakers ID And Type:;NA13;9CM=3,17CM,5CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Vol Control;VOL054;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH15;Center Display;CTRDSP684;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH15;Remote Tuner;RT205;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH15;Front control box;FCB425;;2GB,32GB;;DV, TJBA;;52000031;;01 - IS Exterior;Honda
BENCH15;AUXIN;NA45;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Steering Wheel Controls;AST387-CST187;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Amplifier;AMP542;;16;;dan0;;;;01 - IS Exterior;Honda
BENCH16;Mic;MIC015;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Roof Antenna;SFA96;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Speakers ID And Type:;NA14;SPKR9T052, 9T049, 9T053, SPKR17CM030;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Touchpad;TP152;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH16;Vol Control;VOL055;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH16;Center Display;CTRDSP551;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH16;Remote Tuner;RT83;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH16;Meter;MTR646;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH16;Front control box;FCB952;;4GB,64GB;;dan0;;58000513;;01 - IS Exterior;Honda
BENCH17;Amplifier;AMP606;;16;;dan1;;;;01 - IS Exterior;Honda
BENCH17;Mocca;1408150131;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH17;Touchpad;TP348;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH17;Roof Antenna;SFA70;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Speakers ID And Type:;NA15;SPKR9T038, 9T034, SPKR17CM012, 17CM008,9CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH17;Center Display;CTRDSP536;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH17;Meter;MTR650;;TBD;;0x2;;;;01 - IS Exterior;Honda
BENCH17;Remote Tuner;RT497;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH17;Front control box;FCB351;;2GB,64GB;;DV, TJBA;;47000025;;01 - IS Exterior;Honda
BENCH18;Amplifier;AMP515;;16;;dan0,MP;;;;01 - IS Exterior;Honda
BENCH18;Touchpad;TP57;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Harness;19;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Mocca;1602100141;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;GPS Antenna ID:;GPS30;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Mic;MIC001;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Roof Antenna;SFA99;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH21;Speakers ID And Type:;NA16;SPKR17CM010, SPKR9T003;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Vol Control;VOL007;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Center Display;CTRDSP745;;TBD;;dan1;;;;01 - IS Exterior;Honda
BENCH18;Meter;MTR375;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH18;Remote Tuner;RT232;;TBD;;1s,TJBA;;;;01 - IS Exterior;Honda
BENCH18;Front control box;FCB440;;2GB,32GB;;DV, TJBA;;53000004;;01 - IS Exterior;Honda
BENCH19;Amplifier;AMP441;;16;;dan0;;;;01 - IS Exterior;Honda
BENCH19;Harness;24;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Mocca;1602100144;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Steering Wheel Controls;CST34, AST199;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Hud;HUD070;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH19;Mic;MIC23;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Roof Antenna;SFA121;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Speakers ID And Type:;NA17;9cm=2,17cm=2;TBD;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Speakers ID And Type:;NA18;SPKR17CM007, SPKR9T047, 9T051;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Center Display;CTRDSP670;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH19;Meter;MTR366;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH19;Remote Tuner;RT219;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH19;Front control box;FCB962;;2GB,64GB;;dan0;;65000008;;01 - IS Exterior;Honda
BENCH20;Amplifier;AMP272;;11;;TJBA,db;;;;01 - IS Exterior;Honda
BENCH20;Harness;A000;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH20;Most2Go;M2G56;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH20;Touchpad;TP56;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH20;Mocca;1608080460;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH20;Roof Antenna;SFA138;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH20;Center Display;CTRDSP537;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH20;Remote Tuner;RT396;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH20;Front control box;FCB453;;2GB,64GB;;DV, TJBA;;56000079;;01 - IS Exterior;Honda
BENCH21;Amplifier;AMP244;;11;;1S,TJBA;;;;01 - IS Exterior;Honda
BENCH21;Most2Go;M2G59;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH25;Speakers ID And Type:;NA19;SPKR09CM013,9CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH21;Touchpad;TP233;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH21;Roof Antenna;SFA79;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH21;Center Display;CTRDSP668;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH21;Remote Tuner;RT493;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH21;Front control box;FCB454;;2GB,64GB;;DV, TJBA;;56000081;;01 - IS Exterior;Honda
BENCH22;Amplifier;AMP510;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH22;Mocca;14008150130;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Most2Go;M2G48;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Roof Antenna;SFA112;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Touchpad;TP185;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Mic;MIC021,IMIC20;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH29;Speakers ID And Type:;NA20;SPKR17CM026, SPKR9T056, SPKR9T026, TW010;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Center Display;CTRDSP538;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH22;Remote Tuner;RT194;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH22;Front control box;FCB356;;2GB,64GB;;DV, TJBA;;47000028;;01 - IS Exterior;Honda
BENCH23;Front control box;FCB352;;2GB,32GB;;DV, TJBA;;47000039;;01 - IS Exterior;Honda
BENCH23;Amplifier;AMP509;;16;;dan0;;;;01 - IS Exterior;Honda
BENCH23;Harness;28;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Roof Antenna;SFA109;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Most2Go;M2G58;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Speakers ID And Type:;SPKR9T012,SPKR9T065,SPKR9T019,;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Touchpad;TP96;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH23;Center Display;CTRDSP543;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH23;Remote Tuner;RT211;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Amplifier;AMP512;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;AUXIN;NA46;;TBD;;N/A;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Center Display;CTRDSP678;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Harness;25;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Hud;HUD058;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Meter;MTR373;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Remote Tuner;RT231;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Roof Antenna;SFA93;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Speakers ID And Type:;NA21;SPKRT009,17CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;TCU;TCU262;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Touchpad;TP101;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Front Control Box;FCB1071;;4GB,64GB;;QC;;1495;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Steering Wheel Controls;AST228-CST292;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH25;Front Control Box;FCB1076;;4GB,64GB;;QC;;1436;;01 - IS Exterior;Honda
BENCH25;Amplifier;AMP529;;12;;dan0;;;;01 - IS Exterior;Honda
BENCH25;Most2Go;M2G39;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH25;Roof Antenna;SFA133;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH34;Speakers ID And Type:;NA22;9CM=2;TBD;;?;;;;01 - IS Exterior;Honda
BENCH25;Harness;TJBA000;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH25;Mic;MIC017;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH25;Center Display;CTRDSP689;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH25;Remote Tuner;RT204;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH25;Touchpad;TP68;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH26;Amplifier;AMP541;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH26;Mic;IMIC014;;TBD;;N/A;;;;01 - IS Exterior;Honda
BENCH26;Center Display;CTRDSP549;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH26;Touchpad;TP48;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH26;Front control box;FCB455;;2GB,64GB;;DV, TJBA;;56000084;;01 - IS Exterior;Honda
BENCH26;Most2Go;AUS152000528;;TBD;;N/A;;;;01 - IS Exterior;Honda
BENCH27;Amplifier;AMP253;;16;;1S,TJBA;;;;01 - IS Exterior;Honda
BENCH27;Harness;26;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH27;Most2Go;M2G44;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH27;Speakers ID And Type:;SPKR9T018, SPKR9T027,SPKR9T068;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH27;Mic;IMIC06;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH27;Center Display;CTRDSP672;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH27;Meter;MTR388;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH27;Touchpad;TP103;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH27;Front control box;FCB963;;4GB,64GB;;dan0;;58000519;;01 - IS Exterior;Honda
BENCH28;Most2Go;M2G41;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH28;Harness;MINI;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH28;Center Display;CTRDSP747;;TBD;;dan1;;;;01 - IS Exterior;Honda
BENCH28;Touchpad;TP138;;TBD;;DV;;;;01 - IS Exterior;Honda
BENCH28;Front Control Box;FCB1077;;4GB,64GB;;QC;;1437;;01 - IS Exterior;Honda
BENCH29;Amplifier;AMP279;;12;;tjba,db;;;;01 - IS Exterior;Honda
BENCH29;Center Display;CTRDSP501;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH29;Most2Go;M2G47;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH29;Roof Antenna;SFA85;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH38;Speakers ID And Type:;NA23;SPKR9T032 SPKR17CM025;;;?;;;;01 - IS Exterior;Honda
BENCH29;TCU;TCU263;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH29;Remote Tuner;RT210;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH29;Touchpad;TP37;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH29;Front control box;FCB899;;2GB,32GB;;dan0;;80000039;;01 - IS Exterior;Honda
BENCH29;AUXIN;NA47;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Steering Wheel Controls;AST176-CST4;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Amplifier;AMP538;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH30;Center Display;CTRDSP544;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH30;Harness;16;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Mocca;1602100192;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Roof Antenna;SFA002;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH39;Speakers ID And Type:;NA24;SPKR17CM003, SPKR9T026, 031,;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Mic;MIC022;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Meter;MTR481;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH30;Remote Tuner;RT118;;TBD;;dan1;;;;01 - IS Exterior;Honda
BENCH30;Touchpad;TP129;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH30;Front control box;FCB951;;4GB,64GB;;dan0;;62000030;;01 - IS Exterior;Honda
BENCH30;HUD;HUD065;;N/A;;DAN0;;;;01 - IS Exterior;Honda
BENCH31;Center Display;CTRDSP548;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH31;Most2Go;M2G53;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH31;Touchpad;TP79;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH31;Front Control Box;FCB741;;4GB,64GB;;dan0;;58000279;;01 - IS Exterior;Honda
BENCH32;Center Display;CTRDSP539;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH32;Most2Go;M2G30;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH32;Touchpad;TP133;;TBD;;DV;;;;01 - IS Exterior;Honda
BENCH32;Front control box;FCB750;;4GB,64GB;;dan0;;58000124;;01 - IS Exterior;Honda
BENCH33;Most2Go;M2G52;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH33;Roof Antenna;SFA97;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH33;Center Display;CTRDSP688;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH33;Remote Tuner;RT512;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH33;Touchpad;TP137;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH33;Front control box;FCB898;;2GB,32GB;;dan0;;80000033;;01 - IS Exterior;Honda
BENCH34;Amplifier;AMP513;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH34;Center Display;CTRDSP535;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH34;Harness;33;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH34;Mic;MIC013, 025;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH34;Roof Antenna;SFA228;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH34;TCU;TCU212;;TBD;;QC;;;;01 - IS Exterior;Honda
BENCH42;Speakers ID And Type:;NA25;9CM=5,17CM=2,1185;TBD;;?;;;;01 - IS Exterior;Honda
BENCH34;Meter;MTR648;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH34;Remote Tuner;RT378;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH34;Touchpad;TP42;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH34;Front control box;FCB441;;2GB,32GB;;DV, TJBA;;53000009;;01 - IS Exterior;Honda
BENCH38;Front control box;FCB350;;2GB,64GB;;DV, TJBA;;47000026;;01 - IS Exterior;Honda
BENCH38;Amplifier;AMP531;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH38;Center Display;CTRDSP545;;TBD;;dan0;;;;01 - IS Exterior;Honda
